PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference,W_rate
Javon Freeman-Liberty,1631241,Toronto Raptors,AWAY,16.91,1.88,4.38,0.27,0.5,2,0.17,1.5,1.62,0.6,0.25,1.88,2.12,2.75,1.38,0.38,0.5,0.5,0.75,1.38,5.75,-5.12,7.5,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Javon Freeman-Liberty,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1631241.png,Javon Freeman-Liberty,Guard,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,30.48780488
Javonte Green,1629750,Chicago Bulls,AWAY,26.46,6,8,0.77,0.67,1.67,0.33,1.67,2,0.5,1.67,5.67,7.33,0.33,0.67,1.67,1,0.33,1.67,1.33,14.33,8.67,21.67,Regular Season,82,39,43,https://loodibee.com/wp-content/uploads/nba-chicago-bulls-logo.png,Javonte Green,1610612741,CHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1629750.png,Javonte Green,Guard,Chicago Bulls,82,39,43,0.476,3996,115.7,2677,0.717,638,394,1249,1133,1088,3726,1,20,20,20,1,22,19,17,9,18,8,15,7,1,East,47.56097561
Jaxson Hayes,1629637,Los Angeles Lakers,AWAY,11.56,1.62,2.33,0.53,0,0.12,0,0.62,1.02,0.24,1.05,1.85,2.9,0.38,0.32,0.4,0.35,0.28,1.58,0.98,3.88,-0.28,6.48,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Jaxson Hayes,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629637.png,Jaxson Hayes,Center-Forward,Los Angeles Lakers,82,47,35,0.573,3971,114.8,2859,0.725,605,453,1395,1225,1331,4206,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West,57.31707317
Jay Huff,1630643,Denver Nuggets,AWAY,2.02,0.4,0.8,0.25,0,0.4,0,0.2,0.2,0.1,0.1,0.4,0.5,0,0,0,0.2,0,0.4,0.1,1,-0.8,1.3,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Jay Huff,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630643.png,Jay Huff,Center,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Jaylen Brown,1627759,Boston Celtics,AWAY,33.64,8.88,17.74,0.5,1.74,5.5,0.31,3.38,4.4,0.67,1.1,3.93,5.02,3.31,2.45,1.14,0.55,0.98,2.48,3.64,22.88,5.88,20.57,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jaylen Brown,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1627759.png,Jaylen Brown,Guard-Forward,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Jaylin Williams,1631119,Oklahoma City Thunder,AWAY,12.68,1.36,3.25,0.43,0.83,2.14,0.33,0.42,0.53,0.18,0.42,2.78,3.19,1.69,0.31,0.42,0.39,0.11,1.39,0.67,3.97,1.81,7.36,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Jaylin Williams,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631119.png,Jaylin Williams,Forward,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
Jayson Tatum,1628369,Boston Celtics,AWAY,36.4,9.49,19.64,0.48,3.29,8.62,0.39,5.96,7.2,0.77,0.84,7.71,8.56,4.93,2.67,1.13,0.56,0.96,2.04,4.82,28.22,9.6,29.33,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jayson Tatum,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1628369.png,Jayson Tatum,Forward-Guard,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Jeff Dowtin Jr.,1630288,Philadelphia 76ers,AWAY,9.96,0.88,2,0.22,0.25,0.75,0.08,0,0.12,0,0.12,0.62,0.75,1.38,0.62,0.38,0,0.12,0.12,0.38,2,-0.5,2.62,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Jeff Dowtin Jr.,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1630288.png,Jeff Dowtin Jr.,Guard,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,57.31707317
Jeff Green,201145,Houston Rockets,AWAY,17.07,2.03,4.85,0.39,0.76,2.18,0.27,1.26,1.65,0.44,0.65,1.68,2.32,1.03,0.71,0.12,0.41,0.21,1.32,1.21,6.09,-3.26,6.06,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jeff Green,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/201145.png,Jeff Green,Forward,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
Jerami Grant,203924,Portland Trail Blazers,AWAY,36.03,7.44,16.72,0.44,2.61,6.17,0.44,4.22,4.94,0.84,0.67,2.83,3.5,2.72,2.33,0.78,0.72,1.06,1.94,3.5,21.72,-1.5,17.11,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Jerami Grant,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/203924.png,Jerami Grant,Forward,Portland Trail Blazers,82,21,61,0.256,3976,116.6,2469,0.697,627,354,1564,1163,1391,4388,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West,25.6097561
Jeremiah Robinson-Earl,1630526,New Orleans Pelicans,AWAY,10.48,1.6,2.9,0.52,0.45,1.25,0.28,0.4,0.55,0.09,0.55,1.45,2,0.55,0.5,0.35,0.1,0.05,0.75,0.4,4.05,-0.2,5.1,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Jeremiah Robinson-Earl,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png,Jeremiah Robinson-Earl,Forward,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Jeremy Sochan,1631110,San Antonio Spurs,AWAY,28.78,4.63,10.12,0.43,0.88,2.95,0.23,1.54,1.98,0.52,1.83,4.15,5.98,2.9,1.9,0.8,0.66,0.88,2.15,1.41,11.68,-2.98,14.2,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Jeremy Sochan,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png,Jeremy Sochan,Forward,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Jericho Sims,1630579,New York Knicks,AWAY,12.52,0.8,1.05,0.46,0,0,0,0.45,0.65,0.18,1.2,1.95,3.15,0.45,0.2,0.1,0.4,0,1.1,0.5,2.05,0.65,5.5,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Jericho Sims,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1630579.png,Jericho Sims,Center,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,60.97560976
Jermaine Samuels Jr.,1631257,Houston Rockets,AWAY,4.63,0.33,1,0.17,0,0,0,0,0,0,0.67,0.33,1,0,0,0,0,0.33,0.33,0,0.67,-4.67,1,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jermaine Samuels Jr.,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1631257.png,Jermaine Samuels Jr.,Forward,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
Jerome Robinson,1629010,Golden State Warriors,AWAY,3.89,0.53,1.67,0.14,0.07,0.93,0.01,0.4,0.6,0.18,0.07,0.27,0.33,0.13,0,0.07,0.13,0,0.2,0.4,1.53,0.8,0.87,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Jerome Robinson,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1629010.png,Jerome Robinson,Guard,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Jett Howard,1641724,Orlando Magic,AWAY,4.07,0.45,1.82,0.25,0.36,1.55,0.3,0.18,0.36,0.09,0.09,0.36,0.45,0.45,0.27,0.18,0.18,0,0.27,0.27,1.45,-0.73,0.91,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Jett Howard,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641724.png,Jett Howard,Guard,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Jevon Carter,1628975,Chicago Bulls,AWAY,14.99,2.23,5.51,0.37,1.33,3.67,0.32,0.08,0.13,0.04,0.13,0.64,0.77,1.31,0.49,0.51,0.18,0.08,1.1,0.18,5.87,1.28,4.82,Regular Season,82,39,43,https://loodibee.com/wp-content/uploads/nba-chicago-bulls-logo.png,Jevon Carter,1610612741,CHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1628975.png,Jevon Carter,Guard,Chicago Bulls,82,39,43,0.476,3996,115.7,2677,0.717,638,394,1249,1133,1088,3726,1,20,20,20,1,22,19,17,9,18,8,15,7,1,East,47.56097561
Jimmy Butler,202710,Miami Heat,AWAY,34.21,6.81,12.41,0.56,1,2.07,0.45,6.89,8.11,0.85,1.81,3.81,5.63,5.7,1.85,1.59,0.37,1.07,1.15,5.67,21.52,4.63,26.15,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Jimmy Butler,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/202710.png,Jimmy Butler,Forward,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Jock Landale,1629111,Houston Rockets,AWAY,13.35,1.76,3.48,0.46,0.12,0.68,0.1,1,1.2,0.34,1.36,1.56,2.92,1.04,0.52,0.28,0.56,0.44,1.08,1.12,4.64,3.08,7,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jock Landale,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1629111.png,Jock Landale,Center,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
Joe Ingles,204060,Orlando Magic,AWAY,17.79,1.59,3.32,0.45,1.15,2.47,0.46,0.44,0.53,0.27,0.32,2.06,2.38,3.38,1.18,0.76,0.12,0.09,1.29,0.53,4.76,5.88,8.41,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Joe Ingles,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/204060.png,Joe Ingles,Forward-Guard,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Joel Embiid,203954,Philadelphia 76ers,AWAY,34,12.24,22.81,0.53,1.43,3.38,0.4,10.33,11.81,0.87,2.57,8.29,10.86,6.19,3.95,1.38,1.67,1.33,3,7.9,36.24,7.33,40.33,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Joel Embiid,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/203954.png,Joel Embiid,Center-Forward,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,57.31707317
John Collins,1628381,Utah Jazz,AWAY,27.1,6.23,10.86,0.58,1.34,3.34,0.37,2.43,2.94,0.68,2.09,5.86,7.94,1.26,1.34,0.57,1.06,1.03,2.94,2.54,16.23,-6.14,20.57,Regular Season,82,31,51,https://loodibee.com/wp-content/uploads/nba-utah-jazz-logo.png,John Collins,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1628381.png,John Collins,Forward-Center,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,37.80487805
John Konchar,1629723,Memphis Grizzlies,AWAY,20.98,1.54,3.82,0.35,0.82,2.46,0.31,0.32,0.39,0.18,1.04,3.21,4.25,1.71,0.82,1.04,0.89,0.18,1.29,0.61,4.21,-2.75,8.93,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,John Konchar,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1629723.png,John Konchar,Guard,Memphis Grizzlies,82,27,55,0.329,3956,113.7,2598,0.706,673,501,1514,1146,1236,3948,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West,32.92682927
Johnny Davis,1631098,Washington Wizards,AWAY,14.27,1.37,3.21,0.3,0.47,0.89,0.19,0.53,0.79,0.22,0.42,1.05,1.47,0.74,0.42,0.37,0.11,0.32,1.37,0.74,3.74,-4.26,3.89,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Johnny Davis,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631098.png,Johnny Davis,Guard,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
Johnny Juzang,1630548,Utah Jazz,AWAY,16.18,2.08,5,0.29,1.17,3.58,0.24,0.08,0.08,0.08,0.33,1.33,1.67,1,0.42,0,0,0.17,1.42,0.33,5.42,-1.17,4.75,Regular Season,82,31,51,https://loodibee.com/wp-content/uploads/nba-utah-jazz-logo.png,Johnny Juzang,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630548.png,Johnny Juzang,Guard,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,37.80487805
Jonas Valanciunas,202685,New Orleans Pelicans,AWAY,24.37,5.26,9.05,0.59,0.32,1.37,0.14,2.42,3.11,0.58,2.13,6.32,8.45,2.29,1.45,0.47,0.76,0.53,2.55,2.89,13.26,1.84,19.32,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Jonas Valanciunas,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/202685.png,Jonas Valanciunas,Center,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Jonathan Isaac,1628371,Orlando Magic,AWAY,16.24,2.55,5.03,0.48,0.68,1.84,0.24,1.35,1.84,0.46,1.48,3.19,4.68,0.55,0.52,0.71,1.29,0.29,1.32,1.39,7.13,3,10.87,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Jonathan Isaac,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1628371.png,Jonathan Isaac,Forward,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Jonathan Kuminga,1630228,Golden State Warriors,AWAY,25.64,5.91,10.98,0.52,0.7,2.02,0.24,2.86,3.88,0.66,0.91,3.51,4.42,2.23,1.72,0.72,0.4,0.88,2.47,2.77,15.37,1.6,15.33,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Jonathan Kuminga,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1630228.png,Jonathan Kuminga,Forward,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Jordan Clarkson,203903,Utah Jazz,AWAY,30.16,5.96,14.52,0.38,1.74,5.67,0.25,2.93,3.33,0.69,0.78,2.3,3.07,4.96,2.67,0.59,0.07,0.67,1.37,2.33,16.59,-3.11,13.67,Regular Season,82,31,51,https://loodibee.com/wp-content/uploads/nba-utah-jazz-logo.png,Jordan Clarkson,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/203903.png,Jordan Clarkson,Guard,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,37.80487805
Jordan Ford,1630259,Sacramento Kings,AWAY,3.1,0.5,1,0.17,0.25,0.25,0.25,0.5,0.5,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0.25,1.75,1.75,1.75,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Jordan Ford,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630259.png,Jordan Ford,Guard,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Jordan Goodwin,1630692,Memphis Grizzlies,AWAY,29.51,3.92,10.92,0.36,0.92,3.38,0.26,1.15,1.85,0.35,2.92,5.23,8.15,4.77,1.54,1.23,0.62,0.62,1.77,1.69,9.92,-2.23,15.46,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Jordan Goodwin,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1630692.png,Jordan Goodwin,Guard,Memphis Grizzlies,82,27,55,0.329,3956,113.7,2598,0.706,673,501,1514,1146,1236,3948,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West,32.92682927
Jordan Hawkins,1641722,New Orleans Pelicans,AWAY,17.93,2.67,7,0.34,1.76,4.7,0.35,1.18,1.45,0.31,0.64,1.85,2.48,1.24,0.88,0.36,0.12,0.27,1.21,0.79,8.27,0.58,7,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Jordan Hawkins,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1641722.png,Jordan Hawkins,Guard,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Jordan McLaughlin,1629162,Minnesota Timberwolves,AWAY,10.35,1.2,2.76,0.31,0.8,1.92,0.24,0.08,0.24,0.04,0.28,1,1.28,1.84,0.28,0.52,0.16,0,0.6,0.32,3.28,2.76,5.08,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Jordan McLaughlin,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629162.png,Jordan McLaughlin,Guard,Minnesota Timberwolves,82,56,26,0.683,3961,108.4,2807,0.725,647,497,1337,1042,1086,3782,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West,68.29268293
Jordan Miller,1641757,LA Clippers,AWAY,3.61,0.75,1.25,0.58,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,2.25,1.75,2.25,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Jordan Miller,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641757.png,Jordan Miller,Guard,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Jordan Nwora,1629670,Indiana Pacers,AWAY,7.01,1.17,2.67,0.35,0.5,1.17,0.25,0.33,0.5,0.25,0.5,1.33,1.83,1,0.83,0.17,0,0.33,0.5,0.67,3.17,-0.83,3.67,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Jordan Nwora,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629670.png,Jordan Nwora,Forward,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,57.31707317
Jordan Poole,1629673,Washington Wizards,AWAY,29.54,5.75,14.94,0.36,2.06,7.03,0.25,2.94,3.31,0.78,0.41,2.22,2.62,4.66,2.47,0.94,0.22,1.16,2.94,3.03,16.5,-9.81,12.91,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Jordan Poole,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629673.png,Jordan Poole,Guard,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
Jordan Walsh,1641775,Boston Celtics,AWAY,5.03,0.6,1,0.5,0,0.4,0,0,0,0,0.6,0.4,1,0.8,0,0.2,0,0,0.8,0,1.2,4.4,2.8,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jordan Walsh,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1641775.png,Jordan Walsh,Guard,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Jose Alvarado,1630631,New Orleans Pelicans,AWAY,17.7,2.2,5.56,0.4,1.12,3.28,0.29,0.64,0.84,0.27,0.52,1.8,2.32,2,0.48,0.84,0.24,0.36,2,0.68,6.16,3.2,7.52,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Jose Alvarado,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630631.png,Jose Alvarado,Guard,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Josh Giddey,1630581,Oklahoma City Thunder,AWAY,24.06,4.6,9.57,0.49,1.1,2.95,0.29,0.9,1.12,0.42,1.27,4.6,5.88,4.82,1.98,0.57,0.52,0.78,1.38,0.9,11.2,4.38,15.82,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Josh Giddey,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630581.png,Josh Giddey,Guard,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
Josh Green,1630182,Dallas Mavericks,AWAY,27.87,3.7,7.41,0.48,1.52,3.63,0.37,0.85,1.19,0.34,0.81,2.63,3.44,2.52,1.15,1.15,0.11,0.56,1.93,1.44,9.78,-0.93,11.81,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Josh Green,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630182.png,Josh Green,Guard,Dallas Mavericks,82,50,32,0.61,3941,114.9,2724,0.711,563,406,1240,1170,1291,4186,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West,60.97560976
Josh Hart,1628404,New York Knicks,AWAY,32.82,3.11,7.22,0.41,0.81,2.86,0.24,1.28,1.56,0.4,1.53,6.42,7.94,3.97,1.56,0.83,0.28,0.56,2.11,1.53,8.31,4.5,15.39,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Josh Hart,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628404.png,Josh Hart,Guard,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,60.97560976
Josh Minott,1631169,Minnesota Timberwolves,AWAY,2.69,0.62,1,0.47,0.08,0.23,0.08,0.54,0.62,0.28,0.08,0.46,0.54,0.08,0.08,0.23,0.08,0,0.15,0.31,1.85,1.46,2.23,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Josh Minott,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631169.png,Josh Minott,Forward,Minnesota Timberwolves,82,56,26,0.683,3961,108.4,2807,0.725,647,497,1337,1042,1086,3782,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West,68.29268293
Josh Okogie,1629006,Phoenix Suns,AWAY,17.2,1.34,3.5,0.32,0.41,1.66,0.18,1.34,1.84,0.38,1.16,1.28,2.44,1.12,0.59,0.94,0.56,0.34,1.19,1.78,4.44,-1.25,6.25,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Josh Okogie,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1629006.png,Josh Okogie,Guard,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
